"","table_name_filled","column","ref_table","ref_column"
"2340","state_reporting","lut_field_235_id","sr_lut","sr_lut_id"
"2341","state_reporting","lut_field_236_id","sr_lut","sr_lut_id"
"2342","state_reporting","lut_field_237_id","sr_lut","sr_lut_id"
"2343","state_reporting","lut_field_238_id","sr_lut","sr_lut_id"
"2344","state_reporting","lut_field_239_id","sr_lut","sr_lut_id"
"2345","state_reporting","lut_field_240_id","sr_lut","sr_lut_id"
"2346","state_reporting","lut_field_241_id","sr_lut","sr_lut_id"
"2347","state_reporting","lut_field_242_id","sr_lut","sr_lut_id"
"2348","state_reporting","lut_field_243_id","sr_lut","sr_lut_id"
"2349","state_reporting","lut_field_244_id","sr_lut","sr_lut_id"
"2350","state_reporting","lut_field_245_id","sr_lut","sr_lut_id"
"2351","state_reporting","lut_field_246_id","sr_lut","sr_lut_id"
"2352","state_reporting","lut_field_247_id","sr_lut","sr_lut_id"
"2353","state_reporting","lut_field_248_id","sr_lut","sr_lut_id"
"2354","state_reporting","lut_field_249_id","sr_lut","sr_lut_id"
"2355","state_reporting","lut_field_250_id","sr_lut","sr_lut_id"
"2356","state_reporting","lut_field_251_id","sr_lut","sr_lut_id"
"2357","state_reporting","lut_field_252_id","sr_lut","sr_lut_id"
"2358","state_reporting","lut_field_253_id","sr_lut","sr_lut_id"
"2359","state_reporting","lut_field_254_id","sr_lut","sr_lut_id"
"2360","state_reporting","lut_field_255_id","sr_lut","sr_lut_id"
"2361","state_reporting","lut_field_256_id","sr_lut","sr_lut_id"
"2362","state_reporting","lut_field_257_id","sr_lut","sr_lut_id"
"2363","state_reporting","lut_field_258_id","sr_lut","sr_lut_id"
"2364","state_reporting","lut_field_259_id","sr_lut","sr_lut_id"
"2365","state_reporting","lut_field_260_id","sr_lut","sr_lut_id"
"2366","state_reporting","lut_field_261_id","sr_lut","sr_lut_id"
"2367","state_reporting","lut_field_262_id","sr_lut","sr_lut_id"
"2368","state_reporting","lut_field_263_id","sr_lut","sr_lut_id"
"2369","state_reporting","lut_field_264_id","sr_lut","sr_lut_id"
"2370","state_reporting","lut_field_265_id","sr_lut","sr_lut_id"
"2371","state_reporting","lut_field_266_id","sr_lut","sr_lut_id"
"2372","state_reporting","lut_field_267_id","sr_lut","sr_lut_id"
"2373","state_reporting","lut_field_268_id","sr_lut","sr_lut_id"
"2374","state_reporting","lut_field_269_id","sr_lut","sr_lut_id"
"2375","state_reporting","lut_field_270_id","sr_lut","sr_lut_id"
"2376","state_reporting","lut_field_271_id","sr_lut","sr_lut_id"
"2377","state_reporting","lut_field_272_id","sr_lut","sr_lut_id"
"2378","state_reporting","lut_field_273_id","sr_lut","sr_lut_id"
"2379","state_reporting","lut_field_274_id","sr_lut","sr_lut_id"
"2380","state_reporting","lut_field_275_id","sr_lut","sr_lut_id"
"2381","state_reporting","lut_field_276_id","sr_lut","sr_lut_id"
"2382","state_reporting","lut_field_277_id","sr_lut","sr_lut_id"
"2383","state_reporting","lut_field_278_id","sr_lut","sr_lut_id"
"2384","state_reporting","lut_field_279_id","sr_lut","sr_lut_id"
"2385","state_reporting","lut_field_280_id","sr_lut","sr_lut_id"
"2386","state_reporting","lut_field_281_id","sr_lut","sr_lut_id"
"2387","state_reporting","lut_field_282_id","sr_lut","sr_lut_id"
"2388","state_reporting","lut_field_283_id","sr_lut","sr_lut_id"
"2389","state_reporting","lut_field_284_id","sr_lut","sr_lut_id"
"2390","state_reporting","lut_field_285_id","sr_lut","sr_lut_id"
"2391","state_reporting","lut_field_286_id","sr_lut","sr_lut_id"
"2392","state_reporting","lut_field_287_id","sr_lut","sr_lut_id"
"2393","state_reporting","lut_field_288_id","sr_lut","sr_lut_id"
"2394","state_reporting","lut_field_289_id","sr_lut","sr_lut_id"
"2395","state_reporting","lut_field_290_id","sr_lut","sr_lut_id"
"2396","state_reporting","lut_field_291_id","sr_lut","sr_lut_id"
"2397","state_reporting","lut_field_292_id","sr_lut","sr_lut_id"
"2398","state_reporting","lut_field_293_id","sr_lut","sr_lut_id"
"2399","state_reporting","lut_field_294_id","sr_lut","sr_lut_id"
"2400","state_reporting","lut_field_295_id","sr_lut","sr_lut_id"
"2401","state_reporting","lut_field_296_id","sr_lut","sr_lut_id"
"2402","state_reporting","lut_field_297_id","sr_lut","sr_lut_id"
"2403","state_reporting","lut_field_298_id","sr_lut","sr_lut_id"
"2404","state_reporting","lut_field_299_id","sr_lut","sr_lut_id"
"2405","state_reporting","lut_field_300_id","sr_lut","sr_lut_id"
"2406","state_reporting","bsas_program_name_id","sr_lut","sr_lut_id"
"2407","state_reporting","sexual_orientation_id","sr_lut","sr_lut_id"
"2408","state_reporting","race_1_id","sr_lut","sr_lut_id"
"2409","state_reporting","race_2_id","sr_lut","sr_lut_id"
"2410","state_reporting","race_3_id","sr_lut","sr_lut_id"
"2411","state_reporting","race_4_id","sr_lut","sr_lut_id"
"2412","state_reporting","race_5_id","sr_lut","sr_lut_id"
"2413","state_reporting","extract_service_code_id","service_code","service_code_id"
"2414","state_reporting","related_pom_event_id","event_log","event_log_id"
"2415","state_reporting","related_treatment_episode_event_id","event_log","event_log_id"
"2416","state_reporting","related_admission_event_id","event_log","event_log_id"
"2417","state_reporting","submission_status_id","sr_lut","sr_lut_id"
"2418","state_reporting","related_admission_event_2_id","event_log","event_log_id"
"2419","state_reporting","pce_level_of_care_id","pce_dictionary_code","pce_dictionary_code_id"
"2420","state_reporting","transfer_from_program_enrollment_id","program_enrollment","program_enrollment_id"
"2421","state_reporting","transfer_to_program_enrollment_id","program_enrollment","program_enrollment_id"
"2422","state_reporting_other","event_log_id","event_log","event_log_id"
"2423","state_reporting_other","lut_field_1_id","sr_lut","sr_lut_id"
"2424","state_reporting_other","lut_field_2_id","sr_lut","sr_lut_id"
"2425","state_reporting_other","lut_field_3_id","sr_lut","sr_lut_id"
"2426","state_reporting_other","lut_field_4_id","sr_lut","sr_lut_id"
"2427","state_reporting_other","lut_field_5_id","sr_lut","sr_lut_id"
"2428","state_reporting_other","lut_field_6_id","sr_lut","sr_lut_id"
"2429","state_reporting_other","lut_field_7_id","sr_lut","sr_lut_id"
"2430","state_reporting_other","lut_field_8_id","sr_lut","sr_lut_id"
"2431","state_reporting_other","lut_field_9_id","sr_lut","sr_lut_id"
"2432","state_reporting_other","lut_field_10_id","sr_lut","sr_lut_id"
"2433","state_reporting_other","diagnosis_1_id","diagnoses","diagnoses_id"
"2434","state_reporting_other","diagnosis_2_id","diagnoses","diagnoses_id"
"2435","state_reporting_other","diagnosis_3_id","diagnoses","diagnoses_id"
"2436","state_reporting_other","diagnosis_4_id","diagnoses","diagnoses_id"
"2437","state_reporting_other","diagnosis_5_id","diagnoses","diagnoses_id"
"2438","state_reporting_other","bsas_program_name_id","sr_lut","sr_lut_id"
"2439","state_reporting_other","gender_id","sr_lut","sr_lut_id"
"2440","state_reporting_other","ethnicitiy_id","sr_lut","sr_lut_id"
"2441","state_reporting_other","race_1_id","sr_lut","sr_lut_id"
"2442","state_reporting_other","race_2_id","sr_lut","sr_lut_id"
"2443","state_reporting_other","race_3_id","sr_lut","sr_lut_id"
"2444","state_reporting_other","veteran_status_id","sr_lut","sr_lut_id"
"2445","state_reporting_other","service_event_provided_id","event_log","event_log_id"
"2446","state_reporting_other","related_staff_id","staff","staff_id"
"2447","state_reporting_other","citizenship_id","sr_lut","sr_lut_id"
"2448","state_reporting_other","lut_field_300_id","sr_lut","sr_lut_id"
"2449","state_reporting_other","related_placement_record_id","event_log","event_log_id"
"2450","state_reporting_other","lut_field_11_id","sr_lut","sr_lut_id"
"2451","state_reporting_other","lut_field_12_id","sr_lut","sr_lut_id"
"2452","state_reporting_other","lut_field_13_id","sr_lut","sr_lut_id"
"2453","state_reporting_other","lut_field_14_id","sr_lut","sr_lut_id"
"2454","state_reporting_other","lut_field_15_id","sr_lut","sr_lut_id"
"2455","state_reporting_other","lut_field_16_id","sr_lut","sr_lut_id"
"2456","state_reporting_other","lut_field_17_id","sr_lut","sr_lut_id"
"2457","state_reporting_other","lut_field_18_id","sr_lut","sr_lut_id"
"2458","state_reporting_other","lut_field_19_id","sr_lut","sr_lut_id"
"2459","state_reporting_other","lut_field_20_id","sr_lut","sr_lut_id"
"2460","state_reporting_other","lut_field_21_id","sr_lut","sr_lut_id"
"2461","state_reporting_other","lut_field_22_id","sr_lut","sr_lut_id"
"2462","state_reporting_other","lut_field_23_id","sr_lut","sr_lut_id"
"2463","state_reporting_other","lut_field_24_id","sr_lut","sr_lut_id"
"2464","state_reporting_other","lut_field_25_id","sr_lut","sr_lut_id"
"2465","state_reporting_other","lut_field_26_id","sr_lut","sr_lut_id"
"2466","state_reporting_other","lut_field_27_id","sr_lut","sr_lut_id"
"2467","state_reporting_other","lut_field_28_id","sr_lut","sr_lut_id"
"2468","state_reporting_other","lut_field_29_id","sr_lut","sr_lut_id"
"2469","state_reporting_other","lut_field_30_id","sr_lut","sr_lut_id"
"2470","state_reporting_other","lut_field_31_id","sr_lut","sr_lut_id"
"2471","state_reporting_other","lut_field_32_id","sr_lut","sr_lut_id"
"2472","state_reporting_other","lut_field_33_id","sr_lut","sr_lut_id"
"2473","state_reporting_other","lut_field_34_id","sr_lut","sr_lut_id"
"2474","state_reporting_other","lut_field_35_id","sr_lut","sr_lut_id"
"2475","state_reporting_other","lut_field_36_id","sr_lut","sr_lut_id"
"2476","state_reporting_other","lut_field_37_id","sr_lut","sr_lut_id"
"2477","state_reporting_other","lut_field_38_id","sr_lut","sr_lut_id"
"2478","state_reporting_other","lut_field_39_id","sr_lut","sr_lut_id"
"2479","state_reporting_other","lut_field_40_id","sr_lut","sr_lut_id"
"2480","state_reporting_other","lut_field_41_id","sr_lut","sr_lut_id"
"2481","state_reporting_other","lut_field_42_id","sr_lut","sr_lut_id"
"2482","state_reporting_other","lut_field_43_id","sr_lut","sr_lut_id"
"2483","state_reporting_other","lut_field_44_id","sr_lut","sr_lut_id"
"2484","state_reporting_other","lut_field_45_id","sr_lut","sr_lut_id"
"2485","state_reporting_other","lut_field_46_id","sr_lut","sr_lut_id"
"2486","state_reporting_other","lut_field_47_id","sr_lut","sr_lut_id"
"2487","state_reporting_other","lut_field_48_id","sr_lut","sr_lut_id"
"2488","state_reporting_other","lut_field_49_id","sr_lut","sr_lut_id"
"2489","state_reporting_other","lut_field_50_id","sr_lut","sr_lut_id"
"2490","state_reporting_other","lut_field_51_id","sr_lut","sr_lut_id"
"2491","state_reporting_other","lut_field_52_id","sr_lut","sr_lut_id"
"2492","state_reporting_other","lut_field_53_id","sr_lut","sr_lut_id"
"2493","state_reporting_other","lut_field_54_id","sr_lut","sr_lut_id"
"2494","state_reporting_other","lut_field_55_id","sr_lut","sr_lut_id"
"2495","state_reporting_other","lut_field_56_id","sr_lut","sr_lut_id"
"2496","state_reporting_other","lut_field_57_id","sr_lut","sr_lut_id"
"2497","state_reporting_other","lut_field_58_id","sr_lut","sr_lut_id"
"2498","state_reporting_other","lut_field_59_id","sr_lut","sr_lut_id"
"2499","state_reporting_other","lut_field_60_id","sr_lut","sr_lut_id"
"2500","state_reporting_other","lut_field_61_id","sr_lut","sr_lut_id"
"2501","state_reporting_other","lut_field_62_id","sr_lut","sr_lut_id"
"2502","state_reporting_other","lut_field_63_id","sr_lut","sr_lut_id"
"2503","state_reporting_other","lut_field_64_id","sr_lut","sr_lut_id"
"2504","state_reporting_other","lut_field_65_id","sr_lut","sr_lut_id"
"2505","state_reporting_other","lut_field_66_id","sr_lut","sr_lut_id"
"2506","state_reporting_other","lut_field_67_id","sr_lut","sr_lut_id"
"2507","state_reporting_other","lut_field_68_id","sr_lut","sr_lut_id"
"2508","state_reporting_other","lut_field_69_id","sr_lut","sr_lut_id"
"2509","state_reporting_other","lut_field_70_id","sr_lut","sr_lut_id"
"2510","state_reporting_other","lut_field_71_id","sr_lut","sr_lut_id"
"2511","state_reporting_other","lut_field_72_id","sr_lut","sr_lut_id"
"2512","state_reporting_other","lut_field_73_id","sr_lut","sr_lut_id"
"2513","state_reporting_other","lut_field_74_id","sr_lut","sr_lut_id"
"2514","state_reporting_other","lut_field_75_id","sr_lut","sr_lut_id"
"2515","state_reporting_other","lut_field_76_id","sr_lut","sr_lut_id"
"2516","state_reporting_other","lut_field_77_id","sr_lut","sr_lut_id"
"2517","state_reporting_other","lut_field_78_id","sr_lut","sr_lut_id"
"2518","state_reporting_other","lut_field_79_id","sr_lut","sr_lut_id"
"2519","state_reporting_other","lut_field_80_id","sr_lut","sr_lut_id"
"2520","state_reporting_other","lut_field_81_id","sr_lut","sr_lut_id"
"2521","state_reporting_other","lut_field_82_id","sr_lut","sr_lut_id"
"2522","state_reporting_other","lut_field_83_id","sr_lut","sr_lut_id"
"2523","state_reporting_other","lut_field_84_id","sr_lut","sr_lut_id"
"2524","state_reporting_other","lut_field_85_id","sr_lut","sr_lut_id"
"2525","state_reporting_other","lut_field_86_id","sr_lut","sr_lut_id"
"2526","state_reporting_other","lut_field_87_id","sr_lut","sr_lut_id"
"2527","state_reporting_other","lut_field_88_id","sr_lut","sr_lut_id"
"2528","state_reporting_other","lut_field_89_id","sr_lut","sr_lut_id"
"2529","state_reporting_other","lut_field_90_id","sr_lut","sr_lut_id"
"2530","state_reporting_other","generic_related_event_id","event_log","event_log_id"
"2531","state_reporting_other","collateral_1_id","collaterals","collaterals_id"
"2532","state_reporting_other","collateral_2_id","collaterals","collaterals_id"
"2533","state_reporting_other","marital_status_id","sr_lut","sr_lut_id"
"2534","state_reporting_other","employment_status_id","sr_lut","sr_lut_id"
"2535","state_reporting_other","residence_type_id","sr_lut","sr_lut_id"
"2536","state_reporting_other","education_id","sr_lut","sr_lut_id"
"2537","state_reporting_other","substance_use_on_file_id","substance_use_history","substance_use_history_id"
"2538","state_reporting_other","benefits_assigments_on_file_id","benefits_assignments","benefits_assignments_id"
"2539","state_reporting_other","lut_field_100_id","sr_lut","sr_lut_id"
"2540","state_reporting_other","lut_field_101_id","sr_lut","sr_lut_id"
"2541","state_reporting_other","lut_field_91_id","sr_lut","sr_lut_id"
"2542","state_reporting_other","lut_field_92_id","sr_lut","sr_lut_id"
"2543","state_reporting_other","lut_field_102_id","sr_lut","sr_lut_id"
"2544","state_reporting_other","lut_field_93_id","sr_lut","sr_lut_id"
"2545","state_reporting_other","lut_field_103_id","sr_lut","sr_lut_id"
"2546","state_reporting_other","lut_field_104_id","sr_lut","sr_lut_id"
"2547","state_reporting_other","lut_field_94_id","sr_lut","sr_lut_id"
"2548","state_reporting_other","lut_field_105_id","sr_lut","sr_lut_id"
"2549","state_reporting_other","lut_field_95_id","sr_lut","sr_lut_id"
"2550","state_reporting_other","lut_field_96_id","sr_lut","sr_lut_id"
"2551","state_reporting_other","lut_field_106_id","sr_lut","sr_lut_id"
"2552","state_reporting_other","lut_field_107_id","sr_lut","sr_lut_id"
"2553","state_reporting_other","lut_field_97_id","sr_lut","sr_lut_id"
"2554","state_reporting_other","lut_field_98_id","sr_lut","sr_lut_id"
"2555","state_reporting_other","lut_field_108_id","sr_lut","sr_lut_id"
"2556","state_reporting_other","lut_field_109_id","sr_lut","sr_lut_id"
"2557","state_reporting_other","lut_field_99_id","sr_lut","sr_lut_id"
"2558","state_reporting_other","lut_field_110_id","sr_lut","sr_lut_id"
"2559","state_reporting_other","lut_field_111_id","sr_lut","sr_lut_id"
"2560","state_reporting_other","lut_field_112_id","sr_lut","sr_lut_id"
"2561","state_reporting_other","lut_field_113_id","sr_lut","sr_lut_id"
"2562","state_reporting_other","sr_table_related_event_id","event_log","event_log_id"
"2563","strengths","event_log_id","event_log","event_log_id"
"2564","strengths","udf_Protective_Factors","user_defined_lut","user_defined_lut_id"
"2565","strengths","strengths_library_id","strengths_library","strengths_library_id"
"2566","strengths","problem_category_id","problem_category","problem_category_id"
"2567","strengths","priorities_id","priorities","priorities_id"
"2568","substance_use_history","event_log_id","event_log","event_log_id"
"2569","substance_use_history","drug_library_id","drug_library","drug_library_id"
"2570","substance_use_history","how_administered_id","how_administered","how_administered_id"
"2571","substance_use_history","priorities_id","priorities","priorities_id"
"2572","substance_use_history","substance_placehis_link_id","substance_placehis_link","substance_placehis_link_id"
"2573","substance_use_history","frequency_id","frequency","frequency_id"
"2574","supply_history","staff_id","staff","staff_id"
"2575","supply_history","event_log_id","event_log","event_log_id"
"2576","supply_history","supply_id","supply","supply_id"
"2577","supply_history","inventory_container_id","inventory_container","inventory_container_id"
"2578","supply_history","agency_id","agency","agency_id"
"2579","test_header","msdp_cca","YNNA","YNNA_id"
"2580","test_header","NYSCRI_LEGAL_HIST_ADD","event_log","event_log_id"
"2581","test_header","msdp_SU_Addict_Behavior_Addendum","event_log","event_log_id"
"2582","test_header","msdp_PHYS_HEALTH","event_log","event_log_id"
"2583","test_header","MST_FIT_ASSMNT_5","event_log","event_log_id"
"2584","test_header","msdp_MA_THX","event_log","event_log_id"
"2585","test_header","NYSCRI_ADDEDNDUMS","event_log","event_log_id"
"2586","test_header","msdp_out","YNNA","YNNA_id"
"2587","test_header","NYSCRI_LEGAL_STAT_ADD","event_log","event_log_id"
"2588","test_header","NYSCRI_MILIT_ASSES","event_log","event_log_id"
"2589","test_header","msdp_adult_CA_update","event_log","event_log_id"
"2590","test_header","county_of_service","county","county_id"
"2591","test_header","msdp_child_ca_update","event_log","event_log_id"
"2592","test_header","msdp_MA_MS","event_log","event_log_id"
"2593","test_header","MST_FIT_ASSMNT_4","event_log","event_log_id"
"2594","test_header","NYSCRI_MA_SIGNIF_OTH","event_log","event_log_id"
"2595","test_header","MST_FIT_ASSMNT_2","event_log","event_log_id"
"2596","test_header","msdp_outcome","YNNA","YNNA_id"
"2597","test_header","nyscri_subadd","event_log","event_log_id"
"2598","test_header","MSDP_MED_ADD","event_log","event_log_id"
"2599","test_header","msdp_MAEd","event_log","event_log_id"
"2600","test_header","msdp_CANS_TRANS_ADULT","event_log","event_log_id"
"2601","test_header","MST_FIT_ASSMNT_3","event_log","event_log_id"
"2602","test_header","MST_FIT_ASSMNT","event_log","event_log_id"
"2603","test_header","msdp_MA_EA","event_log","event_log_id"
"2604","test_header","msdp_iap","YNNA","YNNA_id"
"2605","test_header","rehab_day","YNU","YNU_id"
"2606","test_header","msdp_risk_assessment_addendum","event_log","event_log_id"
"2607","test_header","NYSCRI_SU_ADDICT_ASSES","event_log","event_log_id"
"2608","test_header","udf_modality","user_defined_lut","user_defined_lut_id"
"2609","test_header","msdp_MA_LIHA","event_log","event_log_id"
"2610","test_header","msdp_change","YNNA","YNNA_id"
"2611","test_header","la_telephone","YNNA","YNNA_id"
"2612","test_header","NYSCRI_MED_SCREEN","event_log","event_log_id"
"2613","test_header","msdp_ACA","event_log","event_log_id"
"2614","test_header","udf_ccaa_cle","user_defined_lut","user_defined_lut_id"
"2615","test_header","udf_Legal_Status","user_defined_lut","user_defined_lut_id"
"2616","test_header","udf_Treatment_Recommendations","user_defined_lut","user_defined_lut_id"
"2617","test_header","udf_ccaa_ars","user_defined_lut","user_defined_lut_id"
"2618","test_header","udf_ccaa_at","user_defined_lut","user_defined_lut_id"
"2619","test_header","udf_Religious_Beliefs","user_defined_lut","user_defined_lut_id"
"2620","test_header","udf___of_PSY_Hospitalizations___12_Months","user_defined_lut","user_defined_lut_id"
"2621","test_header","event_log_id","event_log","event_log_id"
"2622","test_header","udf_CSEIT_Classification","user_defined_lut","user_defined_lut_id"
"2623","test_header","udf_CSEIT_disabilities","user_defined_lut","user_defined_lut_id"
"2624","test_header","test_setup_header_id","test_setup_header","test_setup_header_id"
"2625","test_header","test_results_referred_to_id","test_results_referred_to","test_results_referred_to_id"
"2626","test_header","test_method_id","test_method","test_method_id"
"2627","test_header","cdw_county_id","county","county_id"
"2628","test_header","cdw_prov_chos_how","user_defined_lut","user_defined_lut_id"
"2629","test_header","cdw_prov_chos_why","user_defined_lut","user_defined_lut_id"
"2630","test_header","cdw_active_military_status","user_defined_lut","user_defined_lut_id"
"2631","test_header","cdw_active_military_operation","user_defined_lut","user_defined_lut_id"
"2632","test_header","cccp_type_of_service","type_of_service","type_of_service_id"
"2633","test_header","diagnosis_dsm1_id","diagnoses","diagnoses_id"
"2634","test_header","diagnosis_dsm2_id","diagnoses","diagnoses_id"
"2635","test_header","diagnosis_dsm3_id","diagnoses","diagnoses_id"
"2636","test_header","wr_linked_initial_service","event_log","event_log_id"
"2637","test_header","generic_extract__1","generic_extract_table_1","generic_extract_table_1_id"
"2638","test_header","generic_extract__2","generic_extract_table_2","generic_extract_table_2_id"
"2639","test_header","generic_extract__3","generic_extract_table_3","generic_extract_table_3_id"
"2640","test_header","generic_extract__4","generic_extract_table_4","generic_extract_table_4_id"
"2641","test_header","generic_extract__5","generic_extract_table_5","generic_extract_table_5_id"
"2642","test_header","generic_extract_diagnosis_1","generic_state_diagnosis","generic_state_diagnosis_id"
"2643","test_header","generic_extract_diagnosis_2","generic_state_diagnosis","generic_state_diagnosis_id"
"2644","test_header","generic_extract_diagnosis_3","generic_state_diagnosis","generic_state_diagnosis_id"
"2645","test_header","generic_extract_diagnosis_4","generic_state_diagnosis","generic_state_diagnosis_id"
"2646","test_header","generic_extract_diagnosis_5","generic_state_diagnosis","generic_state_diagnosis_id"
"2647","test_header","generic_extract_diagnosis_6","generic_state_diagnosis","generic_state_diagnosis_id"
"2648","test_header","generic_extract_diagnosis_7","generic_state_diagnosis","generic_state_diagnosis_id"
"2649","test_header","generic_extract_diagnosis_8","generic_state_diagnosis","generic_state_diagnosis_id"
"2650","test_header","generic_extract_diagnosis_9","generic_state_diagnosis","generic_state_diagnosis_id"
"2651","test_header","wr_linked_service","invoice","invoice_id"
"2652","test_header","MST_FIT_ASSMNT_6","event_log","event_log_id"
"2653","test_header","actual_level_of_care","asam_level_of_care","asam_level_of_care_id"
"2654","test_header","recommended_level_of_care","asam_level_of_care","asam_level_of_care_id"
"2655","test_header","override_reason","asam_override_reason","asam_override_reason_id"
"2656","training","event_log_id","event_log","event_log_id"
"2657","work_placement_verification","event_log_id","event_log","event_log_id"
"2658","work_placement_verification","employment_history_id","employment_history","employment_history_id"
"2659","worker_assignment","agency_id","agency","agency_id"
"2660","worker_assignment","event_log_id","event_log","event_log_id"
"2661","worker_assignment","staff_id","staff","staff_id"
"2662","worker_assignment","worker_role_id","worker_role","worker_role_id"
"2663","worker_assignment","workgroups_id","workgroups","workgroups_id"
"2664","worker_assignment","authorization_details_id","authorization_details","authorization_details_id"
"2665","workflows_system_facts","event_log_id","event_log","event_log_id"
"2666","workflows_system_facts","gender_id","gender","gender_id"
"2667","workflows_system_facts","No","Archive Changes:","Yes"
"2668","agency_cdss_rules_link","agency_id","agency","agency_id"
"2669","agency_cdss_rules_link","cdss_rule_mu2_id","cdss_rule_mu2","cdss_rule_mu2_id"
"2670","agency_environment_setup_fhir_proxy_link","agency_environment_setup_id","agency_environment_setup","agency_environment_setup_id"
"2671","agency_environment_setup_fhir_proxy_link","fhir_proxy_service_type_id","fhir_proxy_service_type","fhir_proxy_service_type_id"
"2672","agency_holiday_details","agency_holiday_header_id","agency_holiday_header","agency_holiday_header_id"
"2673","agency_holiday_header","agency_id","agency","agency_id"
"2674","agency_holiday_header","la_definition_id","event_definition","event_definition_id"
"2675","agency_holiday_header","program_info_id","program_info","program_info_id"
"2676","agency_holiday_header","group_profile_id","group_profile","group_profile_id"
"2677","agency_program_modifier_link","agency_id","agency","agency_id"
"2678","agency_program_modifier_link","agency_program_link_id","agency_program_link","agency_program_link_id"
"2679","agency_program_modifier_link","program_modifier_id","program_modifier","program_modifier_id"
"2680","agency_sdk_object_settings","agency_id","agency","agency_id"
"2681","agency_sdk_object_settings","sdk_object_library_id","sdk_object_library","sdk_object_library_id"
"2682","agency_sdk_property_groupings","agency_id","agency","agency_id"
"2683","agency_sdk_property_groupings","sdk_property_groupings_id","sdk_property_groupings","sdk_property_groupings_id"
"2684","agency_sdk_property_groupings","agency_sdk_object_settings_id","agency_sdk_object_settings","agency_sdk_object_settings_id"
"2685","ap_invoice_batch","agency_id","agency","agency_id"
"2686","ap_invoice_batch","payor_vendor_id","payor_vendor","payor_vendor_id"
"2687","ap_invoice_batch","payment_terms_id","payment_terms","payment_terms_id"
"2688","ap_invoice_batch","default_cost_center_id","cost_center","cost_center_id"
"2689","ap_invoice_batch","default_exp_account_id","chart_of_accounts","chart_of_accounts_id"
"2690","ap_invoice_batch","default_ap_account_id","chart_of_accounts","chart_of_accounts_id"
"2691","ap_invoice_batch","default_program_unit_id","program_unit","program_unit_id"
"2692","ap_invoice_batch","invoice_extract_log_id","invoice_extract_log","invoice_extract_log_id"
"2693","apply_remit_defaults","claim_remittance_status_id","claim_remittance_status","claim_remittance_status_id"
"2694","apply_remit_defaults","receiver_info_id","receiver_info","receiver_info_id"
"2695","apply_remit_defaults","claim_action_types_id","claim_action_types","claim_action_types_id"
"2696","ar_claim_batch","agency_id","agency","agency_id"
"2697","ar_claim_batch","default_ar_accrued_acct_id","chart_of_accounts","chart_of_accounts_id"
"2698","ar_claim_batch","default_rev_account_id","chart_of_accounts","chart_of_accounts_id"
"2699","ar_claim_batch","default_cost_center_id","cost_center","cost_center_id"
"2700","ar_claim_batch","default_program_unit_id","program_unit","program_unit_id"
"2701","attendance_details","people_id","people","people_id"
"2702","attendance_details","event_log_id","event_log","event_log_id"
"2703","attendance_details","group_profile_id","group_profile","group_profile_id"
"2704","attendance_details","units_id","units","units_id"
"2705","attendance_details","living_arrangement_id","living_arrangement","living_arrangement_id"
"2706","attendance_details","program_modIfier_enrollment_id","program_modifier_enrollment","program_modifier_enrollment_id"
"2707","attendance_details","la_definition_id","event_definition","event_definition_id"
"2708","attendance_details","staff_id","staff","staff_id"
"2709","attendance_details","schedules_id","schedules","schedules_id"
"2710","authorization_renewal","people_id","people","people_id"
"2711","authorization_renewal","authorization_old_id","authorization_details","authorization_details_id"
"2712","authorization_renewal","authorization_new_id","authorization_details","authorization_details_id"
"2713","authorization_renewal","procedure_code_id","procedure_code","procedure_code_id"
"2714","availability_schedule_details","availability_schedule_header_id","availability_schedule_header","availability_schedule_header_id"
"2715","availability_schedule_details","weekdays_id","weekdays","weekdays_id"
"2716","availability_schedule_header","people_id","people","people_id"
"2717","batch_letters_exceptions","print_bundle_job_header_id","print_bundle_job_header","print_bundle_job_header_id"
"2718","batch_letters_exceptions","people_id","people","people_id"
"2719","bed_plan_link","beds_id","beds","beds_id"
"2720","bed_plan_link","billing_payment_plan_id","billing_payment_plan","billing_payment_plan_id"
"2721","bedboard_staff_preferred_units","staff_id","staff","staff_id"
"2722","benefits_schedule_details","procedure_code_id","procedure_code","procedure_code_id"
"2723","benefits_schedule_details","billing_staff_credentials_id","billing_staff_credentials","billing_staff_credentials_id"
"2724","benefits_schedule_details","activity_type_id","activity_type","activity_type_id"
"2725","benefits_schedule_details","billing_payment_plan_scheme_link_id","billing_payment_plan_scheme_link","billing_payment_plan_scheme_link_id"
"2726","benefits_schedule_details","benefits_assignment_id","benefits_assignments","benefits_assignments_id"
"2727","billing_action_log","billing_log_id","billing_log","billing_log_id"
"2728","billing_action_log","billing_payment_plan_id","billing_payment_plan","billing_payment_plan_id"
"2729","billing_action_log","receiver_info_id","receiver_info","receiver_info_id"
"2730","billing_carveout_service_invoice_link","invoice_id","invoice","invoice_id"
"2731","billing_carveout_service_invoice_link","event_log_id","event_log","event_log_id"
"2732","billing_carveout_service_invoice_link","billing_carveout_services_list_id","billing_carveout_services_list","billing_carveout_services_list_id"
"2733","billing_carveout_services","billing_carveout_services_list_id","billing_carveout_services_list","billing_carveout_services_list_id"
"2734","billing_carveout_services","agency_program_service_link_id","agency_program_service_link","agency_program_service_link_id"
"2735","billing_carveout_services_list","payor_vendor_id","payor_vendor","payor_vendor_id"
